tp_record_share,id_polizza_exp,id_pol_invio,compagnia_ania,compagnia_exp,agenzia,numero_polizza_cmp,progressivo,compagnia_ania_coassicuratrice,agenzia_coassicuratrice,quota_delegata,numero_polizza_coassicuratrice,aliquota_netto_acquisto,aliquota_netto_incasso,filename,data_elaborazione_file,mandato
25,2018502462368,2018502462368,035,4,180,2018502462368,0,022,612,1300,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2017062057034,2017062057034,035,4,742,2017062057034,0,023,13,4000,0,0,0,25_C_4_742_20240314151458_0_P.csv,2024-02-06,1
25,2019302072336,2019302072336,035,4,881,2019302072336,0,023,5,3000,0,0,0,25_C_4_881_20240314153950_0_P.csv,2024-02-06,1
25,2014502306206,2014502306206,035,4,499,2014502306206,0,038,3,2000,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,2017032279270,2017032279270,035,4,742,2017032279270,0,034,104,5000,0,0,0,25_C_4_742_20240314151458_0_P.csv,2024-02-06,1
25,2024502686174,2024502686174,035,4,251,2024502686174,0,034,92,3000,0,0,0,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2015102806221,2015102806221,035,4,687,2015102806221,0,034,131,5000,0,0,0,25_C_4_687_20240314141229_0_P.csv,2024-02-05,1
25,2021062098818,2021062098818,035,4,687,2021062098818,0,455,128,6500,0,0,0,25_C_4_687_20240314141229_0_P.csv,2024-02-05,1
25,2021502603410,2021502603410,035,4,499,2021502603410,0,005,74,1500,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,2022032493652,2022032493652,035,4,174,2022032493652,0,034,113,3000,0,0,0,25_C_4_174_20240301114220_0_P.csv,2024-02-01,1
25,2020502568234,2020502568234,035,4,100,2020502568234,0,864,1,1400,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,0180500065328,0180500065328,035,4,180,0180500065328,0,082,995,2000,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2018502483662,2018502483662,035,4,180,2018502483662,0,013,2303,1000,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2014502286201,2014502286201,035,4,180,2014502286201,0,038,213,4500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2021502613010,2021502613010,035,4,251,2021502613010,0,864,42,2000,0,0,1500,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2021502617122,2021502617122,035,4,180,2021502617122,0,014,912,2500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2020010241813,2020010241813,035,4,898,2020010241813,0,035,891 ,5000,0,0,0,25_C_4_898_20240314155309_0_P.csv,2024-02-06,1
25,2023502682822,2023502682822,035,4,180,2023502682822,0,455,316,5000,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2014032192195,2014032192195,035,4,174,2014032192195,0,034,36,2500,0,0,0,25_C_4_174_20240301114220_0_P.csv,2024-02-01,1
25,2021502607429,2021502607429,035,4,499,2021502607429,0,005,74,1500,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,2018502493232,2018502493232,035,4,251,2018502493232,0,455,269,4000,0,1200,1200,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2020502597993,2020502597993,035,4,100,2020502597993,0,034,7,4000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2012010287061,2012010287061,035,4,854,2012010287061,0,082,18 ,5000,0,0,0,25_C_4_854_20240314151459_0_P.csv,2024-02-06,1
25,2019502535463,2019502535463,035,4,817,2019502535463,0,034,1,2500,0,0,0,25_C_4_817_20240314155811_0_P.csv,2024-02-06,1
25,2013062034146,2013062034146,035,4,180,2013062034146,0,328,611,1000,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2020502592564,2020502592564,035,4,180,2020502592564,0,328,454,2500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2017072047288,2017072047288,035,4,100,2017072047288,0,003,76,1500,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2018010312549,2018010312549,035,4,898,2018010312549,0,035,898 ,5000,0,0,0,25_C_4_898_20240314155309_0_P.csv,2024-02-06,1
25,2022015001553,2022015001553,035,4,898,2022015001553,0,035,891 ,5000,0,0,0,25_C_4_898_20240314155309_0_P.csv,2024-02-06,1
25,2023062114102,2023062114102,035,4,742,2023062114102,0,023,13,4000,0,0,0,25_C_4_742_20240314151458_0_P.csv,2024-02-06,1
25,2019502520764,2019502520764,035,4,251,2019502520764,0,455,89,3000,0,1850,1850,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2013032173426,2013032173426,035,4,817,2013032173426,0,082,1,5000,0,1000,0,25_C_4_817_20240314155811_0_P.csv,2024-02-06,1
25,2018103108526,2018103108526,035,4,751,2018103108526,0,082,179,2000,0,0,0,25_C_4_751_20240314153454_0_P.csv,2024-02-06,1
25,2020502599754,2020502599754,035,4,100,2020502599754,0,034,3,4000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2013062034952,2013062034952,035,4,499,2013062034952,0,005,2500,4000,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,2011502178320,2011502178320,035,4,636,2011502178320,0,057,44,3000,0,0,0,25_C_4_636_20240314144430_0_P.csv,2024-02-05,1
25,2019502514366,2019502514366,035,4,180,2019502514366,0,014,912,1500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2011502173026,2011502173026,035,4,687,2011502173026,0,034,140,2000,0,0,0,25_C_4_687_20240314141229_0_P.csv,2024-02-05,1
25,2013102677558,2013102677558,035,4,385,2013102677558,0,034,27,3500,0,0,0,25_C_4_385_20240306130345_0_P.csv,2024-02-03,1
25,2014102715043,2014102715043,035,4,535,2014102715043,0,864,206,1500,0,0,0,25_C_4_535_20240314135934_0_P.csv,2024-02-04,1
25,2024502686121,2024502686121,035,4,445,2024502686121,0,023,332,4000,0,0,0,25_C_4_445_20240306132045_0_P.csv,2024-02-03,1
25,0207100132661,0207100132661,035,4,207,0207100132661,0,003,447,1900,0,1000,1000,25_C_4_207_20240301121236_0_P.csv,2024-02-01,1
25,2021502618440,2021502618440,035,4,251,2021502618440,0,023,111,1000,0,1500,1500,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2022502657094,2022502657094,035,4,742,2022502657094,0,005,8,2000,0,0,0,25_C_4_742_20240314151458_0_P.csv,2024-02-06,1
25,2016102975223,2016102975223,035,4,575,2016102975223,0,034,256,4000,0,0,0,25_C_4_575_20240314141415_0_P.csv,2024-02-04,1
25,2017072047542,2017072047542,035,4,299,2017072047542,0,034,82,2000,0,0,0,25_C_4_299_20240306125600_0_P.csv,2024-02-02,1
25,2014102791337,2014102791337,035,4,378,2014102791337,0,014,3,2000,0,1000,1000,25_C_4_378_20240306125646_0_P.csv,2024-02-03,1
25,2015502366932,2015502366932,035,4,260,2015502366932,0,328,512,2000,0,0,0,25_C_4_260_20240301151751_0_P.csv,2024-02-02,1
25,2009032058790,2009032058790,035,4,460,2009032058790,0,034,32,5000,0,0,0,25_C_4_460_20240306132550_0_P.csv,2024-02-03,1
25,2017502426200,2017502426200,035,4,750,2017502426200,0,013,1,2000,0,0,0,25_C_4_750_20240314153132_0_P.csv,2024-02-06,1
25,2021502611220,2021502611220,035,4,499,2021502611220,0,014,60,2000,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,2018502491968,2018502491968,035,4,251,2018502491968,0,455,269,3000,0,1200,1200,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2017032302792,2017032302792,035,4,100,2017032302792,0,022,22,3300,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2011502173481,2011502173481,035,4,687,2011502173481,0,034,140,2000,0,0,0,25_C_4_687_20240314141229_0_P.csv,2024-02-05,1
25,2019502522566,2019502522566,035,4,180,2019502522566,0,036,2302,2500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,0499500050231,0499500050231,035,4,499,0499500050231,0,003,2500,3000,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,2021032470219,2021032470219,035,4,890,2021032470219,0,035,72,3333,0,0,0,25_C_4_890_20240314154352_0_P.csv,2024-02-06,1
25,2024053106115,2024053106115,035,4,238,2024053106115,0,035,86,5000,0,0,0,25_C_4_238_20240301121825_0_P.csv,2024-02-01,1
25,2017502427446,2017502427446,035,4,180,2017502427446,0,014,1612,2000,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2020502565817,2020502565817,035,4,180,2020502565817,0,328,454,2500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2012502240781,2012502240781,035,4,100,2012502240781,0,022,1,1000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2021502611821,2021502611821,035,4,180,2021502611821,0,014,912,2500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2023502672897,2023502672897,035,4,251,2023502672897,0,013,515,1500,0,0,0,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,0100070026015,0100070026015,035,4,100,0100070026015,0,853,2500,2000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2023010019706,2023010019706,035,4,898,2023010019706,0,035,891 ,5000,0,0,0,25_C_4_898_20240314155309_0_P.csv,2024-02-06,1
25,2014502294003,2014502294003,035,4,180,2014502294003,0,038,213,4500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2019010245405,2019010245405,035,4,891,2019010245405,0,035,17 ,5000,0,0,0,25_C_4_891_20240314154652_0_P.csv,2024-02-06,1
25,2017032290219,2017032290219,035,4,603,2017032290219,0,005,6,4000,0,0,0,25_C_4_603_20240314142050_0_P.csv,2024-02-04,1
25,2020502550833,2020502550833,035,4,251,2020502550833,0,455,89,3500,0,0,0,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2019502537214,2019502537214,035,4,100,2019502537214,0,023,118,5000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2010102195525,2010102195525,035,4,180,2010102195525,0,005,304,5000,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2011302028102,2011302028102,035,4,328,2011302028102,0,284,9,4000,0,0,0,25_C_4_328_20240306132609_0_P.csv,2024-02-02,1
25,2023502682336,2023502682336,035,4,100,2023502682336,0,034,7,1000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,0100050010858,0100050010858,035,4,100,0100050010858,0,133,2500,2000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2018502494510,2018502494510,035,4,180,2018502494510,0,036,2302,2500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2010102192978,2010102192978,035,4,573,2010102192978,0,003,28,3000,0,900,900,25_C_4_573_20240314141150_0_P.csv,2024-02-04,1
25,2014102684085,2014102684085,035,4,180,2014102684085,0,034,374,3000,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2018502486303,2018502486303,035,4,180,2018502486303,0,023,2301,2500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2014102780031,2014102780031,035,4,460,2014102780031,0,023,4,5000,0,0,0,25_C_4_460_20240306132550_0_P.csv,2024-02-03,1
25,2019502539595,2019502539595,035,4,499,2019502539595,0,057,82,2500,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,2021502616055,2021502616055,035,4,251,2021502616055,0,023,111,1000,0,1500,1500,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2019010284861,2019010284861,035,4,898,2019010284861,0,035,898 ,5000,0,0,0,25_C_4_898_20240314155309_0_P.csv,2024-02-06,1
25,0254100094818,0254100094818,035,4,254,0254100094818,0,003,147,2000,0,0,0,25_C_4_254_20240301150457_0_P.csv,2024-02-02,1
25,2011502155300,2011502155300,035,4,687,2011502155300,0,086,138,700,0,0,0,25_C_4_687_20240314141229_0_P.csv,2024-02-05,1
25,2019072052496,2019072052496,035,4,100,2019072052496,0,003,3,1500,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,0301050009881,0301050009881,035,4,301,0301050009881,0,023,36,3000,0,800,800,25_C_4_301_20240306130241_0_P.csv,2024-02-02,1
25,2019502506511,2019502506511,035,4,180,2019502506511,0,014,912,1500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2021502609842,2021502609842,035,4,180,2021502609842,0,014,912,2500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2021062105952,2021062105952,035,4,180,2021062105952,0,036,433,2500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2008102052957,2008102052957,035,4,715,2008102052957,0,018,5,2500,0,0,0,25_C_4_715_20240314145040_0_P.csv,2024-02-05,1
25,2015102864690,2015102864690,035,4,301,2015102864690,0,032,40,4000,0,0,0,25_C_4_301_20240306130241_0_P.csv,2024-02-02,1
25,2019502541016,2019502541016,035,4,499,2019502541016,0,057,82,2500,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,2014502318611,2014502318611,035,4,100,2014502318611,0,864,1,2000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2021502616891,2021502616891,035,4,251,2021502616891,0,864,42,2000,0,1500,1500,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2023502663463,2023502663463,035,4,180,2023502663463,0,455,316,5000,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2020502592594,2020502592594,035,4,499,2020502592594,0,005,74,1500,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,0100100016675,0100100016675,035,4,100,0100100016675,0,034,7,5000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2024072095950,2024072095950,035,4,100,2024072095950,0,005,10,5000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2023502664457,2023502664457,035,4,499,2023502664457,0,864,88,1000,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,2011102452371,2011102452371,035,4,260,2011102452371,0,082,183,1420,0,1700,1700,25_C_4_260_20240301151751_0_P.csv,2024-02-02,1
25,2016502383258,2016502383258,035,4,180,2016502383258,0,455,316,2000,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2022010007668,2022010007668,035,4,891,2022010007668,0,035,891 ,5000,0,0,0,25_C_4_891_20240314154652_0_P.csv,2024-02-06,1
25,2018502484344,2018502484344,035,4,180,2018502484344,0,014,912,1500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,0100030008755,0100030008755,035,4,100,0100030008755,0,035,35,2500,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2020052946461,2020052946461,035,4,100,2020052946461,0,480,480,4600,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,0800100014267,0800100014267,035,4,800,0800100014267,0,004,436,2500,0,800,800,25_C_4_800_20240314154059_0_P.csv,2024-02-06,1
25,0654500006673,0654500006673,035,4,654,0654500006673,0,023,2010,4000,0,0,0,25_C_4_654_20240314135712_0_P.csv,2024-02-05,1
25,2019502503065,2019502503065,035,4,499,2019502503065,0,005,74,2000,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,2023072095577,2023072095577,035,4,219,2023072095577,0,038,1,2000,0,0,0,25_C_4_219_20240301120717_0_P.csv,2024-02-01,1
25,2021502612994,2021502612994,035,4,251,2021502612994,0,023,111,1000,0,0,1500,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2021502613031,2021502613031,035,4,251,2021502613031,0,023,111,1000,0,0,1500,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2023502674263,2023502674263,035,4,253,2023502674263,0,034,650,3000,0,0,0,25_C_4_253_20240301150036_0_P.csv,2024-02-02,1
25,2019502533029,2019502533029,035,4,499,2019502533029,0,005,75,2000,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,2016062052516,2016062052516,035,4,742,2016062052516,0,023,13,4000,0,0,0,25_C_4_742_20240314151458_0_P.csv,2024-02-06,1
25,2017502424423,2017502424423,035,4,100,2017502424423,0,034,7,1000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,0485800004106,0485800004106,035,4,485,0485800004106,0,003,16,3000,0,0,0,25_C_4_485_20240306133415_0_P.csv,2024-02-04,1
25,2022103498502,2022103498502,035,4,174,2022103498502,0,005,235,5000,0,0,0,25_C_4_174_20240301114220_0_P.csv,2024-02-01,1
25,0600100028706,0600100028706,035,4,600,0600100028706,0,003,15,5000,0,0,700,25_C_4_600_20240314141812_0_P.csv,2024-02-04,1
25,2019052865782,2019052865782,035,4,299,2019052865782,0,637,637,3000,0,0,0,25_C_4_299_20240306125600_0_P.csv,2024-02-02,1
25,2021062100123,2021062100123,035,4,251,2021062100123,0,455,89,3000,0,0,0,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2022062110348,2022062110348,035,4,100,2022062110348,0,034,1,3000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2022103480903,2022103480903,035,4,174,2022103480903,0,005,235,5000,0,0,0,25_C_4_174_20240301114220_0_P.csv,2024-02-01,1
25,2012502204621,2012502204621,035,4,687,2012502204621,0,083,128,1330,0,0,0,25_C_4_687_20240314141229_0_P.csv,2024-02-05,1
25,2021052957691,2021052957691,035,4,299,2021052957691,0,E45,347,2000,0,0,0,25_C_4_299_20240306125600_0_P.csv,2024-02-02,1
25,2018103099672,2018103099672,035,4,100,2018103099672,0,019,19,4000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2020502592241,2020502592241,035,4,499,2020502592241,0,014,60,2000,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,2021502623943,2021502623943,035,4,499,2021502623943,0,014,60,2000,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,2011502169048,2011502169048,035,4,180,2011502169048,0,004,423,2500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2014502304164,2014502304164,035,4,180,2014502304164,0,038,213,3000,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2019502531906,2019502531906,035,4,100,2019502531906,0,034,36,3000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2021302104507,2021302104507,035,4,575,2021302104507,0,023,272,4000,0,0,0,25_C_4_575_20240314141415_0_P.csv,2024-02-04,1
25,2020052892676,2020052892676,035,4,699,2020052892676,0,621,1,4000,0,0,0,25_C_4_699_20240314142137_0_P.csv,2024-02-05,1
25,2019010282886,2019010282886,035,4,898,2019010282886,0,035,891 ,5000,0,0,0,25_C_4_898_20240314155309_0_P.csv,2024-02-06,1
25,2020010189665,2020010189665,035,4,891,2020010189665,0,035,17 ,5000,0,0,0,25_C_4_891_20240314154652_0_P.csv,2024-02-06,1
25,2021502606904,2021502606904,035,4,251,2021502606904,0,864,42,5000,0,0,0,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2011502173454,2011502173454,035,4,687,2011502173454,0,034,140,2000,0,0,0,25_C_4_687_20240314141229_0_P.csv,2024-02-05,1
25,2017103064607,2017103064607,035,4,100,2017103064607,0,034,3,3000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2019103183394,2019103183394,035,4,499,2019103183394,0,014,57,4000,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,2018502478396,2018502478396,035,4,100,2018502478396,0,455,69,5000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2020072074856,2020072074856,035,4,100,2020072074856,0,005,94,1500,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2019502511902,2019502511902,035,4,499,2019502511902,0,057,75,2000,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,2013102580986,2013102580986,035,4,180,2013102580986,0,038,500,5000,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2018062065626,2018062065626,035,4,100,2018062065626,0,034,7,2000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2012502199440,2012502199440,035,4,687,2012502199440,0,034,140,2000,0,0,0,25_C_4_687_20240314141229_0_P.csv,2024-02-05,1
25,2022502650354,2022502650354,035,4,180,2022502650354,0,014,912,2500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2023502681961,2023502681961,035,4,603,2023502681961,0,023,1125,9000,0,0,0,25_C_4_603_20240314142050_0_P.csv,2024-02-04,1
25,2021502615430,2021502615430,035,4,251,2021502615430,0,864,42,2000,0,0,1500,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2023010317249,2023010317249,035,4,898,2023010317249,0,035,891 ,5000,0,0,0,25_C_4_898_20240314155309_0_P.csv,2024-02-06,1
25,0122080001133,0122080001133,035,4,122,0122080001133,0,003,8,3000,0,0,0,25_C_4_122_20240301112716_0_P.csv,2024-02-01,1
25,2018103089860,2018103089860,035,4,744,2018103089860,0,007,53,3000,0,0,0,25_C_4_744_20240314152042_0_P.csv,2024-02-06,1
25,2012010611941,2012010611941,035,4,609,2012010611941,0,035,609 ,5300,0,0,0,25_C_4_609_20240314142847_0_P.csv,2024-02-04,1
25,2020502593118,2020502593118,035,4,499,2020502593118,0,005,74,1500,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,2014502323335,2014502323335,035,4,499,2014502323335,0,014,29,1000,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,2011502173475,2011502173475,035,4,687,2011502173475,0,004,119,1500,0,0,0,25_C_4_687_20240314141229_0_P.csv,2024-02-05,1
25,2019502522937,2019502522937,035,4,251,2019502522937,0,328,90,2000,0,1300,1300,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2018010312585,2018010312585,035,4,898,2018010312585,0,035,898 ,5000,0,0,0,25_C_4_898_20240314155309_0_P.csv,2024-02-06,1
25,2020502598583,2020502598583,035,4,499,2020502598583,0,005,74,2000,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,2019502541729,2019502541729,035,4,251,2019502541729,0,328,90,2000,0,1300,1300,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2009802024310,2009802024310,035,4,575,2009802024310,0,003,-,4000,0,0,0,25_C_4_575_20240314141415_0_P.csv,2024-02-04,1
25,2020062075309,2020062075309,035,4,742,2020062075309,0,023,13,4000,0,0,0,25_C_4_742_20240314151458_0_P.csv,2024-02-06,1
25,2013102655771,2013102655771,035,4,385,2013102655771,0,034,27,5000,0,0,0,25_C_4_385_20240306130345_0_P.csv,2024-02-03,1
25,2023502679670,2023502679670,035,4,100,2023502679670,0,816,1,2000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2023010002846,2023010002846,035,4,891,2023010002846,0,035,891 ,5000,0,0,0,25_C_4_891_20240314154652_0_P.csv,2024-02-06,1
25,2018502495670,2018502495670,035,4,180,2018502495670,0,014,912,1500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2019502540670,2019502540670,035,4,180,2019502540670,0,036,2302,2500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,0699050011300,0699050011300,035,4,699,0699050011300,0,034,82,3400,0,0,0,25_C_4_699_20240314142137_0_P.csv,2024-02-05,1
25,2015062044821,2015062044821,035,4,180,2015062044821,0,864,911,2000,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2016010125951,2016010125951,035,4,149,2016010125951,0,035,149 ,6000,0,0,0,25_C_4_149_20240301111837_0_P.csv,2024-02-01,1
25,2022502644227,2022502644227,035,4,251,2022502644227,0,013,515,1500,0,0,0,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,0133800104518,0133800104518,035,4,133,0133800104518,0,008,85,3000,0,0,0,25_C_4_133_20240301111358_0_P.csv,2024-02-01,1
25,2018502493175,2018502493175,035,4,180,2018502493175,0,014,912,4000,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2019502541365,2019502541365,035,4,499,2019502541365,0,057,82,2500,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,2017502437507,2017502437507,035,4,180,2017502437507,0,014,912,4000,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2011502169987,2011502169987,035,4,180,2011502169987,0,455,455,2500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2023072093831,2023072093831,035,4,100,2023072093831,0,005,94,1500,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2020502591125,2020502591125,035,4,251,2020502591125,0,455,89,1400,0,0,0,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2018010312401,2018010312401,035,4,898,2018010312401,0,035,898 ,5000,0,0,0,25_C_4_898_20240314155309_0_P.csv,2024-02-06,1
25,2016032252750,2016032252750,035,4,633,2016032252750,0,014,-,5000,0,0,0,25_C_4_633_20240314144221_0_P.csv,2024-02-05,1
25,2020502599530,2020502599530,035,4,100,2020502599530,0,034,7,4000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2021062100041,2021062100041,035,4,100,2021062100041,0,034,7,2000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2012502214537,2012502214537,035,4,687,2012502214537,0,086,93,170,0,0,0,25_C_4_687_20240314141229_0_P.csv,2024-02-05,1
25,2021502616931,2021502616931,035,4,180,2021502616931,0,036,433,2500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2013102630585,2013102630585,035,4,174,2013102630585,0,005,131,5000,0,0,0,25_C_4_174_20240301114220_0_P.csv,2024-02-01,1
25,2019072052973,2019072052973,035,4,253,2019072052973,0,003,639,2000,0,1200,1200,25_C_4_253_20240301150036_0_P.csv,2024-02-02,1
25,2019502502441,2019502502441,035,4,251,2019502502441,0,455,269,4000,0,1200,1200,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2018502487734,2018502487734,035,4,180,2018502487734,0,014,912,1500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2010102251011,2010102251011,035,4,299,2010102251011,0,035,1,2500,0,0,0,25_C_4_299_20240306125600_0_P.csv,2024-02-02,1
25,2019502536303,2019502536303,035,4,180,2019502536303,0,023,416,3000,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2021502623682,2021502623682,035,4,251,2021502623682,0,034,92,3000,0,0,0,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2017502443776,2017502443776,035,4,180,2017502443776,0,455,316,2500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2019502517632,2019502517632,035,4,100,2019502517632,0,034,36,3000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2018502489736,2018502489736,035,4,180,2018502489736,0,036,2302,2500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2021502611653,2021502611653,035,4,499,2021502611653,0,005,74,1500,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
