tp_record_share,id_titolo_invio,id_titolo_exp,compagnia_ania,compagnia_exp,agenzia,numero_polizza_cmp,progressivo,ramo,effetto_titolo,stato_share,id_incasso_exp,cod_garanzia_cmp,descrizione_garanzia_cmp,ramo_bil,codice_provv,aliquota,tipo_premi_delega,netto,diritti,accessori,imponibile,antiracket,tasse,lordo,ssn,provvigioni_totali,provvigioni_acquisto,provvigioni_incasso,collaboratore_1,collaboratore_2,collaboratore_3,provv_tot_c2,provv_tot_c3,provv_acq_c2,provv_acq_c3,filename,data_elaborazione_file,mandato
42,014500000144451,014500000144451,035,4,820,2011010153823,0,Responsabilità civile autoveicoli terrestri,2015-03-23,P,,RE,INFORTUNI,1,,23.0,Q,4.12,0.0,0.0,4.12,0.0,0.1,4.22,0.0,0.95,0.95,0.0,820,000,000,0.0,0.0,0.0,0.0,42_C_4_820_20240314160032_0_P.csv,2024-02-06,1
42,003100000223175,003100000223175,035,4,866,2020010189889,0,Responsabilità civile autoveicoli terrestri,2020-10-22,A,,RE,INFORTUNI,1,,23.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,-1.86,866,000,000,0.0,0.0,0.0,0.0,42_C_4_866_20240314152854_0_P.csv,2024-02-06,1
42,005532440716501,005532440716501,035,4,855,20005532440,0,Vita,2017-12-31,P,,20,Vita,20,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.04,0.0,51.04,855,000,000,0.0,0.0,0.0,0.0,42_C_4_855_20240314152012_0_P.csv,2024-02-06,1
42,027700000369746,027700000369746,035,4,241,2018010505376,0,Responsabilità civile autoveicoli terrestri,2019-06-06,P,,IM,INFORTUNI,1,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,000,000,0.0,0.0,0.0,0.0,42_C_4_241_20240301145910_0_P.csv,2024-02-02,1
42,005623606956450,005623606956450,035,4,460,20005623606,0,Vita,2023-12-30,P,,20,Vita,20,,0.0,Q,5165.0,0.0,0.0,5165.0,0.0,0.0,5165.0,0.0,98.14,98.14,0.0,460,007,000,0.0,0.0,0.0,0.0,42_C_4_460_20240306132550_0_P.csv,2024-02-03,1
42,028500000399246,028500000399246,035,4,231,2017010078675,0,Responsabilità civile autoveicoli terrestri,2020-02-06,A,,4B,EVENTI SOCIOPOLITICI,1,,14.0,Q,75.81,0.0,0.0,75.81,0.76,10.24,86.05,0.0,10.61,10.61,0.0,231,000,000,0.0,0.0,0.0,0.0,42_C_4_231_20240301121506_0_P.csv,2024-02-01,1
42,026000000186787,026000000186787,035,4,238,2020010515464,0,Responsabilità civile autoveicoli terrestri,2021-10-14,A,,01,RCA,1,,10.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.42,-9.42,238,000,000,0.0,0.0,0.0,0.0,42_C_4_238_20240301121825_0_P.csv,2024-02-01,1
42,000000001197040,000000001197040,035,4,313,2023103512464,0,Incendio,2023-02-19,A,,10,INCENDIO,10,Provv. Ricorrente,0.0,Q,99.46,7.45,9.95,116.86,0.0,26.01,142.87,0.0,33.93,16.33,17.6,313,089,000,0.0,0.0,0.0,0.0,42_C_4_313_20240306131218_0_P.csv,2024-02-02,1
42,014900000222450,014900000222450,035,4,832,2017010499681,0,Responsabilità civile autoveicoli terrestri,2017-07-31,P,,41,FURTO VEICOLI,1,,18.0,Q,93.77,0.0,0.0,93.77,0.94,12.66,106.43,0.0,16.91,16.91,0.0,832,000,000,0.0,0.0,0.0,0.0,42_C_4_832_20240314150441_0_P.csv,2024-02-06,1
42,030500000281868,030500000281868,035,4,143,2022010358254,0,Responsabilità civile autoveicoli terrestri,2022-08-12,P,,IM,INFORTUNI,1,,23.0,Q,2.93,0.0,0.0,2.93,0.0,0.07,3.0,0.0,0.67,0.67,0.0,143,000,000,0.0,0.0,0.0,0.0,42_C_4_143_20240301113717_0_P.csv,2024-02-01,1
42,032200000244372,032200000244372,035,4,168,2012010385468,0,Responsabilità civile autoveicoli terrestri,2013-05-15,A,,41,FURTO VEICOLI,1,,18.0,Q,36.96,0.0,0.0,36.96,0.37,4.99,41.95,0.0,6.65,6.65,0.0,168,000,000,0.0,0.0,0.0,0.0,42_C_4_168_20240301112638_0_P.csv,2024-02-01,1
42,007800000220650,007800000220650,035,4,346,2018010115324,0,Responsabilità civile autoveicoli terrestri,2019-03-22,A,,6P,COLLISIONE CON VEICOLI ESTERI,1,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346,000,000,0.0,0.0,0.0,0.0,42_C_4_346_20240306134429_0_P.csv,2024-02-03,1
42,034300000494893,034300000494893,035,4,180,2021010047968,0,Responsabilità civile autoveicoli terrestri,2021-04-27,A,,4U,"GARANZIE ACCESSORIE - FORMULA ""UNO""",1,,14.0,Q,4.8,0.0,0.0,4.8,0.05,0.65,5.45,0.0,0.67,0.67,0.0,180,000,000,0.0,0.0,0.0,0.0,42_C_4_180_20240301115032_0_P.csv,2024-02-01,1
42,000000008139474,000000008139474,035,4,750,2018802311753,0,Responsabilità civile generale,2021-10-30,A,,10,INCENDIO,10,Provv. Ricorrente,0.0,Q,204.48,14.27,20.45,239.2,0.0,53.23,292.43,0.0,67.04,31.49,35.55,750,021,000,0.0,0.0,0.0,0.0,42_C_4_750_20240314153132_0_P.csv,2024-02-06,1
42,004900000152293,004900000152293,035,4,322,2013010013674,0,Responsabilità civile autoveicoli terrestri,2020-03-03,P,,6O,SPECIALE DIFESA,1,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322,000,000,0.0,0.0,0.0,0.0,42_C_4_322_20240306132259_0_P.csv,2024-02-02,1
42,024300000297168,024300000297168,035,4,744,2016010439307,0,Responsabilità civile autoveicoli terrestri,2017-07-23,A,,01,RCA,1,,12.0,Q,165.22,0.0,0.0,165.22,0.0,43.78,209.0,17.35,19.35,19.34,0.01,744,000,000,0.0,0.0,0.0,0.0,42_C_4_744_20240314152042_0_P.csv,2024-02-06,1
42,023700000269160,023700000269160,035,4,746,2017010593265,0,Responsabilità civile autoveicoli terrestri,2017-09-28,P,,IM,INFORTUNI,1,,23.0,Q,0.24,0.0,0.0,0.24,0.0,0.01,0.25,0.0,0.06,0.06,0.0,746,000,000,0.0,0.0,0.0,0.0,42_C_4_746_20240314152340_0_P.csv,2024-02-06,1
42,027900000127204,027900000127204,035,4,272,2012010676986,0,Responsabilità civile autoveicoli terrestri,2012-10-09,P,,01,RCA,1,,8.0,Q,293.01,0.0,0.0,293.01,0.0,77.65,370.66,30.77,22.86,22.86,0.0,272,000,000,0.0,0.0,0.0,0.0,42_C_4_272_20240306124640_0_P.csv,2024-02-02,1
42,030600000370229,030600000370229,035,4,165,2018010585886,0,Responsabilità civile autoveicoli terrestri,2018-10-15,P,,6P,COLLISIONE CON VEICOLI ESTERI,1,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165,000,000,0.0,0.0,0.0,0.0,42_C_4_165_20240301112354_0_P.csv,2024-02-01,1
42,0000218.059.835,0000218.059.835,035,4,120,20050023030,0,Vita,2021-07-05,P,,38,,38,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87,0.0,3.87,120,000,000,0.0,0.0,0.0,0.0,42_C_4_120_20240301112257_0_P.csv,2024-02-01,1
42,029200000179842,029200000179842,035,4,242,2022010013045,0,Responsabilità civile autoveicoli terrestri,2024-04-23,I,,19,ASSISTENZA IN VIAGGIO,1,,20.0,Q,13.91,0.0,0.0,13.91,0.0,1.39,15.3,0.0,2.78,2.78,0.0,242,000,000,0.0,0.0,0.0,0.0,42_C_4_242_20240301150119_0_P.csv,2024-02-02,1
42,013400000405402,013400000405402,035,4,722,2016010634467,0,Responsabilità civile autoveicoli terrestri,2021-05-10,P,,42,INCENDIO VEICOLI,1,,18.0,Q,5.23,0.0,0.0,5.23,0.05,0.7,5.93,0.0,0.94,0.94,0.0,722,000,000,0.0,0.0,0.0,0.0,42_C_4_722_20240314150509_0_P.csv,2024-02-06,1
42,016800000182809,016800000182809,035,4,676,2020010104298,0,Responsabilità civile autoveicoli terrestri,2022-03-07,A,,1A,ASSISTENZA IN VIAGGIO PLUS,1,,20.0,Q,30.6,0.0,0.0,30.6,0.0,3.06,33.66,0.0,6.12,6.12,0.0,676,000,000,0.0,0.0,0.0,0.0,42_C_4_676_20240314140629_0_P.csv,2024-02-05,1
42,000000004331487,000000004331487,035,4,207,2012102468689,0,Incendio,2017-01-01,P,,3,R.C.G.,3,Provv. Ricorrente,0.0,Q,71.14,4.17,7.11,82.42,0.0,18.35,100.77,0.0,22.85,10.95,11.9,207,000,000,0.0,0.0,0.0,0.0,42_C_4_207_20240301121236_0_P.csv,2024-02-01,1
42,034700000189805,034700000189805,035,4,192,2012010482092,0,Responsabilità civile autoveicoli terrestri,2014-01-09,P,,ZZ,TIPO GARANZIA AUTO E D-RAMO TRANSITORIA,1,,0.0,Q,4.95,0.0,0.0,4.95,0.05,0.67,5.62,0.0,2.97,0.0,2.97,192,000,000,0.0,0.0,0.0,0.0,42_C_4_192_20240301120140_0_P.csv,2024-02-01,1
42,028600000250396,028600000250396,035,4,243,2019010538336,0,Responsabilità civile autoveicoli terrestri,2021-03-26,P,,ZZ,TIPO GARANZIA AUTO E D-RAMO TRANSITORIA,1,,0.0,Q,2.48,0.0,0.0,2.48,0.02,0.33,2.81,0.0,1.48,0.0,1.48,243,000,000,0.0,0.0,0.0,0.0,42_C_4_243_20240301150311_0_P.csv,2024-02-02,1
42,002100000221690,002100000221690,035,4,445,2014010474172,0,Responsabilità civile autoveicoli terrestri,2017-09-29,P,,IM,INFORTUNI,1,,23.0,Q,11.59,0.0,0.0,11.59,0.0,0.29,11.88,0.0,2.67,2.67,0.0,445,000,000,0.0,0.0,0.0,0.0,42_C_4_445_20240306132045_0_P.csv,2024-02-03,1
42,013400000406100,013400000406100,035,4,722,2019010514503,0,Responsabilità civile autoveicoli terrestri,2021-04-24,P,,IP,INFORTUNI,1,,23.0,Q,15.0,0.0,0.0,15.0,0.0,0.38,15.38,0.0,3.45,3.45,0.0,722,000,000,0.0,0.0,0.0,0.0,42_C_4_722_20240314150509_0_P.csv,2024-02-06,1
42,027400000615776,027400000615776,035,4,207,2016010359105,0,Responsabilità civile autoveicoli terrestri,2020-09-08,A,,41,FURTO VEICOLI,1,,18.0,Q,41.87,0.0,0.0,41.87,0.42,5.65,47.52,0.0,7.54,7.54,0.0,207,000,000,0.0,0.0,0.0,0.0,42_C_4_207_20240301121236_0_P.csv,2024-02-01,1
42,076500000073669,076500000073669,035,4,345,2017010327683,0,Responsabilità civile autoveicoli terrestri,2017-11-25,P,,8A,LINEA VERDE / A TUTTO GAS - ASSISTENZA IN VIAGGIO,1,,20.0,Q,3.4,0.0,0.0,3.4,0.03,0.46,3.86,0.0,0.68,0.68,0.0,345,000,000,0.0,0.0,0.0,0.0,42_C_4_345_20240306134234_0_P.csv,2024-02-03,1
42,031600000754785,031600000754785,035,4,122,2017010756434,0,Responsabilità civile autoveicoli terrestri,2019-06-14,P,,19,ASSISTENZA IN VIAGGIO,1,,20.0,Q,26.0,0.0,0.0,26.0,0.0,2.6,28.6,0.0,5.2,5.2,0.0,122,000,000,0.0,0.0,0.0,0.0,42_C_4_122_20240301112716_0_P.csv,2024-02-01,1
42,029600000317709,029600000317709,035,4,260,2018010523780,0,Responsabilità civile autoveicoli terrestri,2020-09-24,A,,IR,INFORTUNI,1,,23.0,Q,6.3,0.0,0.0,6.3,0.0,0.16,6.46,0.0,1.45,1.45,0.0,260,000,000,0.0,0.0,0.0,0.0,42_C_4_260_20240301151751_0_P.csv,2024-02-02,1
42,027400000344823,027400000344823,035,4,207,2011010688143,0,Responsabilità civile autoveicoli terrestri,2012-12-31,A,,ZZ,TIPO GARANZIA AUTO E D-RAMO TRANSITORIA,1,,0.0,Q,5.0,0.0,0.0,5.0,0.05,0.68,5.68,0.0,3.0,0.0,3.0,207,000,000,0.0,0.0,0.0,0.0,42_C_4_207_20240301121236_0_P.csv,2024-02-01,1
42,013500000091519,013500000091519,035,4,809,2017010379561,0,Responsabilità civile autoveicoli terrestri,2017-12-05,P,,42,INCENDIO VEICOLI,1,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809,000,000,0.0,0.0,0.0,0.0,42_C_4_809_20240314154822_0_P.csv,2024-02-06,1
42,000000005744103,000000005744103,035,4,894,2021103375503,0,Incendio,2021-05-04,P,,3,R.C.G.,3,Provv. Ricorrente,0.0,Q,62.53,2.26,6.25,71.04,0.0,15.81,86.85,0.0,23.87,14.26,9.61,894,000,000,0.0,0.0,0.0,0.0,42_C_4_894_20240314154827_0_P.csv,2024-02-06,1
42,000000010160827,000000010160827,035,4,575,2010102192279,0,Incendio,2023-02-06,P,,19,ASSISTENZA,19,Provv. Ricorrente,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575,010,000,0.0,0.0,0.0,0.0,42_C_4_575_20240314141415_0_P.csv,2024-02-04,1
42,006000000483049,006000000483049,035,4,301,2020010104264,0,Responsabilità civile autoveicoli terrestri,2020-02-26,A,,19,ASSISTENZA IN VIAGGIO,1,,20.0,Q,13.39,0.0,0.0,13.39,0.0,1.34,14.73,0.0,2.68,2.68,0.0,301,000,000,0.0,0.0,0.0,0.0,42_C_4_301_20240306130241_0_P.csv,2024-02-02,1
42,000000001321839,000000001321839,035,4,143,2011102384208,0,Incendio,2014-05-06,P,,18,ALTRI DANNI AI BENI,18,Provv. Ricorrente,0.0,Q,7.36,1.0,0.74,9.1,0.0,2.03,11.13,0.0,2.7,1.13,1.57,143,012,000,0.0,0.0,0.0,0.0,42_C_4_143_20240301113717_0_P.csv,2024-02-01,1
42,003900000779294,003900000779294,035,4,881,2021010018210,0,Responsabilità civile autoveicoli terrestri,2021-01-15,P,,01,RCA,1,,11.5,Q,334.39,0.0,0.0,334.39,0.0,88.61,423.0,35.11,37.55,37.56,-0.01,881,000,000,0.0,0.0,0.0,0.0,42_C_4_881_20240314153950_0_P.csv,2024-02-06,1
42,015900000252921,015900000252921,035,4,859,2022010167721,0,Responsabilità civile autoveicoli terrestri,2022-04-21,P,,44,MAXI GUASTI,1,,14.0,Q,151.73,0.0,0.0,151.73,1.52,20.49,172.22,0.0,21.24,21.24,0.0,859,000,000,0.0,0.0,0.0,0.0,42_C_4_859_20240314152517_0_P.csv,2024-02-06,1
42,026600000361099,026600000361099,035,4,253,2019010323543,0,Responsabilità civile autoveicoli terrestri,2019-06-04,P,,RE,INFORTUNI,1,,23.0,Q,9.0,0.0,0.0,9.0,0.0,0.23,9.23,0.0,2.07,2.07,0.0,253,000,000,0.0,0.0,0.0,0.0,42_C_4_253_20240301150036_0_P.csv,2024-02-02,1
42,029500000342401,029500000342401,035,4,254,2018010514580,0,Responsabilità civile autoveicoli terrestri,2019-12-31,A,,X4,TUTELA LEGALE - GARANZIA BASE,1,,20.0,Q,9.27,0.0,0.0,9.27,0.0,1.16,10.43,0.0,1.85,1.85,0.0,254,000,000,0.0,0.0,0.0,0.0,42_C_4_254_20240301150457_0_P.csv,2024-02-02,1
42,075900000058324,075900000058324,035,4,712,2015010045959,0,Responsabilità civile autoveicoli terrestri,2015-01-22,P,,01,RCA,1,,11.0,Q,107.7,0.0,0.0,107.7,0.0,28.54,136.24,11.31,11.53,11.53,0.0,712,000,000,0.0,0.0,0.0,0.0,42_C_4_712_20240314144632_0_P.csv,2024-02-05,1
42,018500000233982,018500000233982,035,4,689,2020010072994,0,Responsabilità civile autoveicoli terrestri,2021-02-08,A,,1B,PERSONA 360,1,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689,000,000,0.0,0.0,0.0,0.0,42_C_4_689_20240314141433_0_P.csv,2024-02-05,1
42,023700000331724,023700000331724,035,4,746,2018010364991,0,Responsabilità civile autoveicoli terrestri,2020-06-10,A,,01,RCA,1,,11.5,Q,288.75,0.0,0.0,288.75,0.0,76.52,365.27,30.32,32.45,40.87,-8.42,746,000,000,0.0,0.0,0.0,0.0,42_C_4_746_20240314152340_0_P.csv,2024-02-06,1
42,027600000127901,027600000127901,035,4,239,2014010431824,0,Responsabilità civile autoveicoli terrestri,2019-06-23,A,,4B,EVENTI SOCIOPOLITICI,1,,14.0,Q,50.0,0.0,0.0,50.0,0.5,6.75,56.75,0.0,7.0,7.0,0.0,239,000,000,0.0,0.0,0.0,0.0,42_C_4_239_20240301122010_0_P.csv,2024-02-01,1
42,002100000274487,002100000274487,035,4,445,2018010139494,0,Responsabilità civile autoveicoli terrestri,2020-03-26,A,,42,INCENDIO VEICOLI,1,,18.0,Q,9.14,0.0,0.0,9.14,0.09,1.23,10.37,0.0,1.65,1.65,0.0,445,000,000,0.0,0.0,0.0,0.0,42_C_4_445_20240306132045_0_P.csv,2024-02-03,1
42,029100000090992,029100000090992,035,4,271,2012010478505,0,Responsabilità civile autoveicoli terrestri,2012-07-14,P,,01,RCA,1,,0.0,Q,316.52,0.0,0.0,316.52,0.0,72.79,389.31,33.23,30.89,0.0,30.89,271,000,000,0.0,0.0,0.0,0.0,42_C_4_271_20240301152101_0_P.csv,2024-02-02,1
42,013018265790500,013018265790500,035,4,259,20013018265,0,Vita,2019-11-01,P,,20,Vita,20,,0.0,Q,189.56,0.0,0.0,189.56,0.0,0.0,189.56,0.0,0.0,0.0,0.0,259,000,000,0.0,0.0,0.0,0.0,42_C_4_259_20240301151328_0_P.csv,2024-02-02,1
42,008400000206512,008400000206512,035,4,403,2013010736153,0,Responsabilità civile autoveicoli terrestri,2017-12-23,P,,IR,INFORTUNI,1,,23.0,Q,4.0,0.0,0.0,4.0,0.0,0.1,4.1,0.0,0.92,0.92,0.0,403,000,000,0.0,0.0,0.0,0.0,42_C_4_403_20240306131251_0_P.csv,2024-02-03,1
42,066600000117381,066600000117381,035,4,614,2018010333710,0,Responsabilità civile autoveicoli terrestri,2020-06-05,A,,42,INCENDIO VEICOLI,1,,18.0,Q,5.0,0.0,0.0,5.0,0.05,0.68,5.68,0.0,0.9,0.9,0.0,614,000,000,0.0,0.0,0.0,0.0,42_C_4_614_20240314143044_0_P.csv,2024-02-04,1
42,000000008497799,000000008497799,035,4,401,0401100127176,0,Incendio,2018-04-10,A,,3,R.C.G.,3,Provv. Ricorrente,0.0,Q,58.33,1.67,5.83,65.83,0.0,14.65,80.48,0.0,17.68,8.98,8.7,401,003,000,0.0,0.0,0.0,0.0,42_C_4_401_20240306130805_0_P.csv,2024-02-03,1
42,080700000211351,080700000211351,035,4,704,2021010391651,0,Responsabilità civile autoveicoli terrestri,2023-08-29,P,,IP,INFORTUNI,1,,23.0,Q,17.1,0.0,0.0,17.1,0.0,0.43,17.53,0.0,3.93,3.93,0.0,704,000,000,0.0,0.0,0.0,0.0,42_C_4_704_20240314143030_0_P.csv,2024-02-05,1
42,032500000170513,032500000170513,035,4,120,2016010114739,0,Responsabilità civile autoveicoli terrestri,2017-05-05,A,,01,RCA,1,,13.0,Q,140.56,0.0,0.0,140.56,0.0,37.25,177.81,14.76,17.82,17.12,0.7,120,000,000,0.0,0.0,0.0,0.0,42_C_4_120_20240301112257_0_P.csv,2024-02-01,1
42,013700000390858,013700000390858,035,4,817,2017010693884,0,Responsabilità civile autoveicoli terrestri,2018-11-21,P,,ZZ,TIPO GARANZIA AUTO E D-RAMO TRANSITORIA,1,,0.0,Q,24.4,0.0,0.0,24.4,0.24,3.29,27.69,0.0,14.64,0.0,14.64,817,000,000,0.0,0.0,0.0,0.0,42_C_4_817_20240314155811_0_P.csv,2024-02-06,1
42,008200000262099,008200000262099,035,4,401,2020010627083,0,Responsabilità civile autoveicoli terrestri,2021-12-15,P,,1O,GARANZIA RICORSO TERZI DA INCENDIO,1,,18.0,Q,5.0,0.0,0.0,5.0,0.0,0.63,5.63,0.0,0.9,0.9,0.0,401,000,000,0.0,0.0,0.0,0.0,42_C_4_401_20240306130805_0_P.csv,2024-02-03,1
42,000000003103919,000000003103919,035,4,445,2015102831648,0,Incendio,2015-11-15,P,,3,R.C.G.,3,Provv. Ricorrente,0.0,Q,32.44,1.9,3.24,37.58,0.0,8.36,45.94,0.0,12.91,7.49,5.42,445,005,000,0.0,0.0,0.0,0.0,42_C_4_445_20240306132045_0_P.csv,2024-02-03,1
42,076500000092152,076500000092152,035,4,345,2015010566992,0,Responsabilità civile autoveicoli terrestri,2018-09-13,P,,ZZ,TIPO GARANZIA AUTO E D-RAMO TRANSITORIA,1,,0.0,Q,4.95,0.0,0.0,4.95,0.05,0.67,5.62,0.0,2.97,0.0,2.97,345,000,000,0.0,0.0,0.0,0.0,42_C_4_345_20240306134234_0_P.csv,2024-02-03,1
42,013300000119242,013300000119242,035,4,711,2017010496157,0,Responsabilità civile autoveicoli terrestri,2018-01-28,A,,RE,INFORTUNI,1,,23.0,Q,3.71,0.0,0.0,3.71,0.0,0.09,3.8,0.0,0.85,0.85,0.0,711,000,000,0.0,0.0,0.0,0.0,42_C_4_711_20240314144435_0_P.csv,2024-02-05,1
42,004253299592100,004253299592100,035,4,527,20004253299,0,Vita,2014-11-17,A,,20,Vita,20,,0.0,Q,98.0,0.0,2.0,100.0,0.0,0.0,100.0,0.0,9.8,9.8,0.0,527,088,000,0.0,0.0,0.0,0.0,42_C_4_527_20240314135222_0_P.csv,2024-02-04,1
42,033600000136018,033600000136018,035,4,149,2020010527350,0,Responsabilità civile autoveicoli terrestri,2021-04-09,P,,41,FURTO VEICOLI,1,,18.0,Q,15.45,0.0,0.0,15.45,0.15,2.08,17.53,0.0,2.78,2.78,0.0,149,000,000,0.0,0.0,0.0,0.0,42_C_4_149_20240301111837_0_P.csv,2024-02-01,1
42,028200000197182,028200000197182,035,4,204,2020010017060,0,Responsabilità civile autoveicoli terrestri,2020-01-10,P,,6O,SPECIALE DIFESA,1,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204,000,000,0.0,0.0,0.0,0.0,42_C_4_204_20240301121025_0_P.csv,2024-02-01,1
42,0000222.041.315,0000222.041.315,035,4,868,20050016900,0,Vita,2021-02-12,P,,19,,19,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96,0.0,3.96,868,000,000,0.0,0.0,0.0,0.0,42_C_4_868_20240314153052_0_P.csv,2024-02-06,1
42,022900000377873,022900000377873,035,4,575,2019010236550,0,Responsabilità civile autoveicoli terrestri,2023-04-11,P,,8C,TUTELA LEGALE - GARANZIA ESTESA,1,,22.0,Q,35.0,0.0,0.0,35.0,0.0,4.38,39.38,0.0,7.7,7.7,0.0,575,000,000,0.0,0.0,0.0,0.0,42_C_4_575_20240314141415_0_P.csv,2024-02-04,1
42,004800000233219,004800000233219,035,4,316,2019010605478,0,Responsabilità civile autoveicoli terrestri,2020-11-11,A,,44,MAXI GUASTI,1,,14.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.42,-30.42,316,000,000,0.0,0.0,0.0,0.0,42_C_4_316_20240306132003_0_P.csv,2024-02-02,1
42,006000000601771,006000000601771,035,4,301,2019010415907,0,Responsabilità civile autoveicoli terrestri,2024-01-04,P,,19,ASSISTENZA IN VIAGGIO,1,,20.0,Q,13.91,0.0,0.0,13.91,0.0,1.39,15.3,0.0,2.78,2.78,0.0,301,000,000,0.0,0.0,0.0,0.0,42_C_4_301_20240306130241_0_P.csv,2024-02-02,1
42,014200000485342,014200000485342,035,4,802,2022010329001,0,Responsabilità civile autoveicoli terrestri,2022-07-20,A,,IP,INFORTUNI,1,,23.0,Q,0.59,0.0,0.0,0.59,0.0,0.02,0.61,0.0,0.14,0.14,0.0,802,000,000,0.0,0.0,0.0,0.0,42_C_4_802_20240314154513_0_P.csv,2024-02-06,1
42,000000002464774,000000002464774,035,4,208,2011102439295,0,Incendio,2014-11-20,A,,18,ALTRI DANNI AI BENI,18,Provv. Ricorrente,0.0,Q,85.75,0.0,8.58,94.33,0.0,21.0,115.33,0.0,24.53,13.21,11.32,208,003,000,0.0,0.0,0.0,0.0,42_C_4_208_20240301121646_0_P.csv,2024-02-01,1
42,027400000709116,027400000709116,035,4,207,2022010435745,0,Responsabilità civile autoveicoli terrestri,2023-10-10,A,,ID,INFORTUNI,1,,23.0,Q,1.39,0.0,0.0,1.39,0.0,0.03,1.42,0.0,0.32,0.32,0.0,207,000,000,0.0,0.0,0.0,0.0,42_C_4_207_20240301121236_0_P.csv,2024-02-01,1
42,007300000249251,007300000249251,035,4,350,2019010487956,0,Responsabilità civile autoveicoli terrestri,2022-08-28,P,,19,ASSISTENZA IN VIAGGIO,1,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,000,000,0.0,0.0,0.0,0.0,42_C_4_350_20240306134732_0_P.csv,2024-02-03,1
42,028500000499704,028500000499704,035,4,231,2023010318156,0,Responsabilità civile autoveicoli terrestri,2024-01-27,P,,ZZ,TIPO GARANZIA AUTO E D-RAMO TRANSITORIA,1,,0.0,Q,12.2,0.0,0.0,12.2,0.12,1.65,13.85,0.0,7.32,0.0,7.32,231,000,000,0.0,0.0,0.0,0.0,42_C_4_231_20240301121506_0_P.csv,2024-02-01,1
42,066700000111556,066700000111556,035,4,898,2017010646491,0,Responsabilità civile autoveicoli terrestri,2020-08-11,P,,42,INCENDIO VEICOLI,1,,18.0,Q,-1.08,0.0,0.0,-1.08,0.0,0.0,-1.08,0.0,-0.1,-0.1,0.0,898,000,000,0.0,0.0,0.0,0.0,42_C_4_898_20240314155309_0_P.csv,2024-02-06,1
42,027700000427168,027700000427168,035,4,241,2022010500796,0,Responsabilità civile autoveicoli terrestri,2022-12-02,P,,4A,EVENTI NATURALI,1,,14.0,Q,153.99,0.0,0.0,153.99,1.54,20.79,174.78,0.0,21.56,21.56,0.0,241,000,000,0.0,0.0,0.0,0.0,42_C_4_241_20240301145910_0_P.csv,2024-02-02,1
42,001900000176650,001900000176650,035,4,244,2014010342585,0,Responsabilità civile autoveicoli terrestri,2015-05-22,P,,41,FURTO VEICOLI,1,,18.0,Q,30.0,0.0,0.0,30.0,0.3,4.05,34.05,0.0,5.4,5.4,0.0,244,000,000,0.0,0.0,0.0,0.0,42_C_4_244_20240301150451_0_P.csv,2024-02-02,1
42,015000000852642,015000000852642,035,4,890,2020010190690,0,Responsabilità civile autoveicoli terrestri,2023-11-05,P,,19,ASSISTENZA IN VIAGGIO,1,,20.0,Q,13.91,0.0,0.0,13.91,0.0,1.39,15.3,0.0,2.78,2.78,0.0,890,000,000,0.0,0.0,0.0,0.0,42_C_4_890_20240314154352_0_P.csv,2024-02-06,1
42,000000005899506,000000005899506,035,4,687,2014802186746,0,Responsabilità civile generale,2021-07-15,P,,10,INCENDIO,10,Provv. Ricorrente,0.0,Q,486.14,9.36,48.62,544.12,0.0,121.07,665.19,0.0,144.66,74.87,69.79,687,001,000,0.0,0.0,0.0,0.0,42_C_4_687_20240314141229_0_P.csv,2024-02-05,1
42,029600000246782,029600000246782,035,4,260,2017010362712,0,Responsabilità civile autoveicoli terrestri,2017-06-29,P,,41,FURTO VEICOLI,1,,18.0,Q,42.0,0.0,0.0,42.0,0.42,5.67,47.67,0.0,7.56,7.56,0.0,260,000,000,0.0,0.0,0.0,0.0,42_C_4_260_20240301151751_0_P.csv,2024-02-02,1
